ID,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_product,prior_purchases,product_importance,gender,discount_percentage,weight_in_grams,reached_on_time,customer_rating_string,weight_in_kg_binned,prior_purchases_binned,user_segmentation
262,B,Road,2,3,2462055,3,low,F,23,1930,No,Neutral,1-2.5kg,2-4,Bronze
263,C,Road,3,1,4793670,4,low,F,52,1089,No,Dissatisfied,1-2.5kg,2-4,Bronze
264,E,Road,3,2,3684930,2,medium,M,45,1446,No,Dissatisfied,1-2.5kg,2-4,Bronze
265,D,Road,5,3,4418655,5,high,M,9,1813,No,Neutral,1-2.5kg,4-6,Silver
266,E,Road,7,2,3309915,5,medium,F,61,1856,No,Dissatisfied,1-2.5kg,4-6,Silver
267,A,Road,2,3,4304520,4,low,F,10,1648,No,Neutral,1-2.5kg,2-4,Bronze
268,B,Road,4,1,4206690,3,medium,M,36,2211,No,Dissatisfied,1-2.5kg,2-4,Bronze
269,C,Road,3,5,3929505,3,low,F,21,3078,No,Satisfied,2.5-4kg,2-4,Bronze
270,E,Flight,4,5,3391440,3,medium,M,23,2056,No,Satisfied,1-2.5kg,2-4,Bronze
271,D,Flight,3,2,3407745,5,medium,F,12,3054,No,Dissatisfied,2.5-4kg,4-6,Silver
272,E,Flight,5,1,2967510,2,medium,F,23,2707,No,Dissatisfied,2.5-4kg,2-4,Bronze
273,A,Flight,4,5,2413140,2,medium,F,43,1087,No,Satisfied,1-2.5kg,2-4,Bronze
274,B,Flight,2,3,2983815,2,medium,F,52,3199,No,Neutral,2.5-4kg,2-4,Bronze
275,C,Flight,3,5,3733845,6,medium,M,22,2717,No,Satisfied,2.5-4kg,4-6,Silver
276,E,Flight,5,5,1875075,5,low,F,26,1692,No,Satisfied,1-2.5kg,4-6,Silver
277,D,Flight,4,2,2217480,3,low,F,65,1962,No,Dissatisfied,1-2.5kg,2-4,Bronze
278,E,Flight,4,4,3456660,3,low,M,21,3307,No,Satisfied,2.5-4kg,2-4,Bronze
279,A,Flight,4,3,2788155,3,low,F,24,1304,No,Neutral,1-2.5kg,2-4,Bronze
280,B,Flight,3,1,2462055,2,low,M,60,1925,No,Dissatisfied,1-2.5kg,2-4,Bronze
281,C,Flight,3,1,3342525,3,medium,M,39,3062,No,Dissatisfied,2.5-4kg,2-4,Bronze
282,E,Flight,5,4,2396835,3,medium,M,23,1132,No,Satisfied,1-2.5kg,2-4,Bronze
283,D,Flight,3,3,2527275,3,low,F,29,1712,No,Neutral,1-2.5kg,2-4,Bronze
284,E,Flight,5,4,2690325,3,low,F,20,1150,No,Satisfied,1-2.5kg,2-4,Bronze
285,A,Flight,5,5,3750150,3,low,F,32,3249,No,Satisfied,2.5-4kg,2-4,Bronze
286,B,Flight,2,4,2951205,4,medium,M,13,2309,No,Satisfied,1-2.5kg,2-4,Bronze
287,C,Flight,5,3,3815370,2,low,F,55,3308,No,Neutral,2.5-4kg,2-4,Bronze
288,E,Flight,4,4,2429445,3,low,M,34,1977,No,Satisfied,1-2.5kg,2-4,Bronze
289,D,Flight,5,5,2543580,2,low,M,44,1561,No,Satisfied,1-2.5kg,2-4,Bronze
290,E,Flight,4,2,2804460,3,medium,F,59,1858,No,Dissatisfied,1-2.5kg,2-4,Bronze
291,A,Flight,4,4,4402350,3,low,M,12,3279,No,Satisfied,2.5-4kg,2-4,Bronze
292,B,Ship,4,1,3358830,3,medium,M,23,3807,No,Dissatisfied,2.5-4kg,2-4,Bronze
293,C,Ship,4,3,3440355,4,medium,M,40,3106,No,Neutral,2.5-4kg,2-4,Bronze
294,E,Ship,3,2,2217480,4,low,M,62,1090,No,Dissatisfied,1-2.5kg,2-4,Bronze
295,D,Ship,5,1,3032730,2,high,F,52,3981,No,Dissatisfied,2.5-4kg,2-4,Bronze
296,E,Ship,3,1,3293610,2,medium,M,62,3398,No,Dissatisfied,2.5-4kg,2-4,Bronze
297,A,Ship,4,2,2983815,3,medium,F,12,3646,No,Dissatisfied,2.5-4kg,2-4,Bronze
298,B,Ship,4,4,3782760,2,low,M,36,2861,No,Satisfied,2.5-4kg,2-4,Bronze
299,C,Ship,4,2,2396835,4,medium,M,52,1129,No,Dissatisfied,1-2.5kg,2-4,Bronze
300,E,Ship,4,3,2217480,3,medium,M,20,1531,No,Neutral,1-2.5kg,2-4,Bronze
301,D,Ship,5,3,2070735,3,low,F,43,1446,No,Neutral,1-2.5kg,2-4,Bronze
302,E,Ship,4,5,3293610,2,medium,M,35,3695,No,Satisfied,2.5-4kg,2-4,Bronze
303,A,Ship,3,4,3929505,2,low,M,57,3671,No,Satisfied,2.5-4kg,2-4,Bronze
304,B,Ship,4,3,3619710,2,medium,M,55,3833,No,Neutral,2.5-4kg,2-4,Bronze
305,C,Ship,3,2,2983815,4,medium,F,12,2777,No,Dissatisfied,2.5-4kg,2-4,Bronze
306,E,Ship,4,4,4059945,3,medium,F,36,3769,No,Satisfied,2.5-4kg,2-4,Bronze
307,D,Ship,3,1,3962115,4,high,M,59,3838,No,Dissatisfied,2.5-4kg,2-4,Bronze
308,E,Ship,3,3,2657715,3,medium,M,9,1257,No,Neutral,1-2.5kg,2-4,Bronze
309,A,Ship,4,2,2690325,2,high,M,11,1596,No,Dissatisfied,1-2.5kg,2-4,Bronze
310,B,Ship,5,5,4337130,3,medium,F,53,3089,No,Satisfied,2.5-4kg,2-4,Bronze
311,C,Ship,3,4,3146865,2,medium,M,48,3909,No,Satisfied,2.5-4kg,2-4,Bronze
312,E,Ship,3,2,2510970,3,low,F,56,1136,No,Dissatisfied,1-2.5kg,2-4,Bronze
313,D,Ship,3,3,2282700,3,medium,M,51,1046,No,Neutral,1-2.5kg,2-4,Bronze
314,E,Ship,4,3,4434960,3,medium,M,38,3705,No,Neutral,2.5-4kg,2-4,Bronze
315,A,Ship,4,2,2331615,6,medium,M,20,1654,No,Dissatisfied,1-2.5kg,4-6,Silver
316,B,Ship,4,2,2250090,3,low,F,30,1805,No,Dissatisfied,1-2.5kg,2-4,Bronze
317,C,Ship,4,2,3880590,2,high,M,17,3358,No,Dissatisfied,2.5-4kg,2-4,Bronze
318,E,Ship,4,5,4451265,4,medium,F,31,2373,No,Satisfied,1-2.5kg,2-4,Bronze
319,D,Ship,3,1,3261000,2,medium,M,27,2551,No,Dissatisfied,2.5-4kg,2-4,Bronze
320,E,Ship,4,5,3472965,4,low,M,39,2381,No,Satisfied,1-2.5kg,2-4,Bronze
321,A,Ship,3,4,3652320,2,medium,F,15,2701,No,Satisfied,2.5-4kg,2-4,Bronze
322,B,Ship,4,5,2299005,3,medium,M,12,1672,No,Satisfied,1-2.5kg,2-4,Bronze
323,C,Ship,3,3,2445750,3,low,M,46,1040,No,Neutral,1-2.5kg,2-4,Bronze
324,E,Ship,3,1,3130560,2,low,M,33,2818,No,Dissatisfied,2.5-4kg,2-4,Bronze
325,D,Ship,5,1,4549095,4,medium,F,24,3440,No,Dissatisfied,2.5-4kg,2-4,Bronze
326,E,Ship,3,4,4011030,3,medium,M,30,3748,No,Satisfied,2.5-4kg,2-4,Bronze
327,A,Ship,3,4,2820765,3,medium,M,52,1587,No,Satisfied,1-2.5kg,2-4,Bronze
328,B,Ship,4,4,3799065,4,medium,F,59,2358,No,Satisfied,1-2.5kg,2-4,Bronze
329,C,Ship,5,1,4467570,2,medium,M,24,2423,No,Dissatisfied,1-2.5kg,2-4,Bronze
330,E,Ship,4,5,3962115,4,medium,F,41,2782,No,Satisfied,2.5-4kg,2-4,Bronze
331,D,Ship,3,4,3212085,3,medium,F,56,3427,No,Satisfied,2.5-4kg,2-4,Bronze
332,E,Ship,4,3,2282700,3,high,F,46,1072,No,Neutral,1-2.5kg,2-4,Bronze
333,A,Ship,3,5,3505575,3,medium,F,22,2585,No,Satisfied,2.5-4kg,2-4,Bronze
334,B,Ship,3,4,3440355,3,medium,M,8,3710,No,Satisfied,2.5-4kg,2-4,Bronze
335,C,Ship,4,2,3587100,5,low,M,33,2854,No,Dissatisfied,2.5-4kg,4-6,Silver
336,E,Ship,3,1,3163170,4,low,M,64,2026,No,Dissatisfied,1-2.5kg,2-4,Bronze
337,D,Ship,5,1,4271910,3,medium,F,58,3599,No,Dissatisfied,2.5-4kg,2-4,Bronze
338,E,Ship,4,4,3277305,2,low,F,1,3147,No,Satisfied,2.5-4kg,2-4,Bronze
339,A,Ship,3,5,4255605,3,medium,M,15,2989,No,Satisfied,2.5-4kg,2-4,Bronze
340,B,Ship,4,4,3114255,6,low,F,60,3425,No,Satisfied,2.5-4kg,4-6,Silver
341,C,Ship,2,5,4157775,5,medium,F,53,3775,No,Satisfied,2.5-4kg,4-6,Silver
342,E,Ship,3,2,2755545,2,high,M,30,1698,No,Dissatisfied,1-2.5kg,2-4,Bronze
343,D,Ship,4,5,2641410,2,medium,M,64,1918,No,Satisfied,1-2.5kg,2-4,Bronze
344,E,Ship,2,5,4043640,6,low,F,62,2750,No,Satisfied,2.5-4kg,4-6,Silver
345,A,Ship,5,3,3212085,4,low,F,2,2222,No,Neutral,1-2.5kg,2-4,Bronze
346,B,Ship,5,1,4304520,3,low,M,6,2882,No,Dissatisfied,2.5-4kg,2-4,Bronze
347,C,Ship,5,5,4239300,2,medium,F,55,2791,No,Satisfied,2.5-4kg,2-4,Bronze
348,E,Ship,5,3,3032730,2,medium,F,58,2259,No,Neutral,1-2.5kg,2-4,Bronze
349,D,Ship,4,5,3799065,4,low,F,44,2551,No,Satisfied,2.5-4kg,2-4,Bronze
350,E,Ship,5,1,2625105,3,low,M,47,1954,No,Dissatisfied,1-2.5kg,2-4,Bronze
351,A,Ship,4,5,3065340,3,low,F,13,2409,No,Satisfied,1-2.5kg,2-4,Bronze
352,B,Ship,5,5,2788155,2,medium,F,22,1695,No,Satisfied,1-2.5kg,2-4,Bronze
353,C,Ship,2,2,4353435,3,medium,M,15,2481,No,Dissatisfied,1-2.5kg,2-4,Bronze
354,E,Ship,4,3,4157775,2,high,M,47,2956,No,Neutral,2.5-4kg,2-4,Bronze
355,D,Ship,3,2,2152260,3,low,F,56,1303,No,Dissatisfied,1-2.5kg,2-4,Bronze
356,E,Ship,5,1,4337130,3,low,F,31,3157,No,Dissatisfied,2.5-4kg,2-4,Bronze
357,A,Ship,3,4,3228390,2,low,M,25,2774,No,Satisfied,2.5-4kg,2-4,Bronze
358,B,Ship,2,3,4027335,2,medium,F,62,3127,No,Neutral,2.5-4kg,2-4,Bronze
359,C,Ship,3,1,2282700,3,medium,F,65,1291,No,Dissatisfied,1-2.5kg,2-4,Bronze
360,E,Ship,4,3,2135955,5,low,M,6,1659,No,Neutral,1-2.5kg,4-6,Silver
361,D,Ship,5,2,4011030,3,medium,M,49,3236,No,Dissatisfied,2.5-4kg,2-4,Bronze
362,E,Ship,3,2,2592495,3,medium,F,4,1681,No,Dissatisfied,1-2.5kg,2-4,Bronze
363,A,Ship,3,5,3309915,2,medium,M,61,3642,No,Satisfied,2.5-4kg,2-4,Bronze
364,B,Ship,4,3,3049035,4,high,F,29,3141,No,Neutral,2.5-4kg,2-4,Bronze
365,C,Ship,6,2,2380530,3,low,F,62,1936,No,Dissatisfied,1-2.5kg,2-4,Bronze
366,E,Ship,3,2,3815370,3,medium,M,39,2099,No,Dissatisfied,1-2.5kg,2-4,Bronze
367,D,Ship,3,4,1989210,3,high,F,15,1354,No,Satisfied,1-2.5kg,2-4,Bronze
368,E,Ship,3,3,2201175,3,low,M,8,1074,No,Neutral,1-2.5kg,2-4,Bronze
369,A,Ship,3,5,1679415,3,low,M,3,1403,No,Satisfied,1-2.5kg,2-4,Bronze
370,B,Ship,3,5,4190385,3,medium,F,19,2173,No,Satisfied,1-2.5kg,2-4,Bronze
371,C,Ship,4,3,2755545,2,low,M,2,1399,No,Neutral,1-2.5kg,2-4,Bronze
372,E,Ship,4,5,2592495,3,medium,M,18,1808,No,Satisfied,1-2.5kg,2-4,Bronze
373,D,Ship,4,5,3065340,3,low,M,38,3031,No,Satisfied,2.5-4kg,2-4,Bronze
374,E,Ship,5,1,2217480,3,medium,M,19,1420,No,Dissatisfied,1-2.5kg,2-4,Bronze
375,A,Ship,5,1,3701235,3,low,F,19,3007,No,Dissatisfied,2.5-4kg,2-4,Bronze
376,B,Ship,3,5,4271910,2,low,F,53,3275,No,Satisfied,2.5-4kg,2-4,Bronze
377,C,Ship,2,3,2559885,2,low,M,45,1965,No,Neutral,1-2.5kg,2-4,Bronze
378,E,Ship,5,3,3880590,2,medium,F,21,2053,No,Neutral,1-2.5kg,2-4,Bronze
379,D,Ship,3,5,2478360,3,low,M,43,1282,No,Satisfied,1-2.5kg,2-4,Bronze
380,E,Ship,3,2,3277305,3,medium,M,5,2040,No,Dissatisfied,1-2.5kg,2-4,Bronze
381,A,Ship,3,4,2413140,2,low,M,54,1778,No,Satisfied,1-2.5kg,2-4,Bronze
382,B,Ship,5,2,3244695,4,low,F,59,2885,No,Dissatisfied,2.5-4kg,2-4,Bronze
383,C,Ship,5,4,3505575,2,low,F,45,3501,No,Satisfied,2.5-4kg,2-4,Bronze
384,E,Ship,4,5,2853375,2,low,M,40,1270,No,Satisfied,1-2.5kg,2-4,Bronze
385,D,Road,4,3,3847980,2,high,M,23,3123,No,Neutral,2.5-4kg,2-4,Bronze
386,E,Road,2,5,2967510,2,medium,F,57,2896,No,Satisfied,2.5-4kg,2-4,Bronze
387,A,Road,3,1,4092555,3,medium,M,42,3698,No,Dissatisfied,2.5-4kg,2-4,Bronze
388,B,Road,5,2,2820765,3,low,F,7,1855,No,Dissatisfied,1-2.5kg,2-4,Bronze
389,C,Road,4,3,3668625,3,low,F,62,2587,No,Neutral,2.5-4kg,2-4,Bronze
390,E,Road,4,2,2722935,4,low,F,20,1705,No,Dissatisfied,1-2.5kg,2-4,Bronze
391,D,Road,4,1,4222995,3,low,M,20,2154,No,Dissatisfied,1-2.5kg,2-4,Bronze
392,E,Road,4,1,2902290,3,medium,F,63,1573,No,Dissatisfied,1-2.5kg,2-4,Bronze
393,A,Road,4,4,2902290,4,medium,F,13,1614,No,Satisfied,1-2.5kg,2-4,Bronze
394,B,Road,5,4,2755545,2,low,F,20,1765,No,Satisfied,1-2.5kg,2-4,Bronze
395,C,Road,3,2,4434960,2,low,M,33,2321,No,Dissatisfied,1-2.5kg,2-4,Bronze
396,E,Road,4,4,2983815,3,low,M,29,3251,No,Satisfied,2.5-4kg,2-4,Bronze
397,D,Road,3,4,3342525,3,low,F,10,2728,No,Satisfied,2.5-4kg,2-4,Bronze
398,E,Road,2,1,2005515,4,low,F,53,1036,No,Dissatisfied,1-2.5kg,2-4,Bronze
399,A,Road,4,3,2478360,3,low,M,58,1453,No,Neutral,1-2.5kg,2-4,Bronze
400,B,Road,3,1,3587100,2,high,F,40,3773,No,Dissatisfied,2.5-4kg,2-4,Bronze
401,C,Road,4,3,2184870,3,low,M,51,1965,No,Neutral,1-2.5kg,2-4,Bronze
402,E,Road,3,2,3538185,2,high,M,19,2992,No,Dissatisfied,2.5-4kg,2-4,Bronze
403,D,Road,3,2,4320825,3,low,F,49,2791,No,Dissatisfied,2.5-4kg,2-4,Bronze
404,E,Road,4,2,4059945,5,medium,M,36,3836,No,Dissatisfied,2.5-4kg,4-6,Silver
405,A,Road,5,3,3472965,4,medium,F,50,2003,No,Neutral,1-2.5kg,2-4,Bronze
406,B,Road,2,2,2021820,3,low,F,56,1494,No,Dissatisfied,1-2.5kg,2-4,Bronze
407,C,Flight,4,1,2934900,2,low,M,23,1193,No,Dissatisfied,1-2.5kg,2-4,Bronze
408,E,Flight,4,5,3146865,3,medium,M,65,2267,No,Satisfied,1-2.5kg,2-4,Bronze
409,D,Flight,3,2,3130560,3,medium,M,43,3339,No,Dissatisfied,2.5-4kg,2-4,Bronze
410,E,Flight,2,5,2706630,3,medium,M,3,1832,No,Satisfied,1-2.5kg,2-4,Bronze
411,A,Flight,3,2,4304520,3,medium,M,5,3861,No,Dissatisfied,2.5-4kg,2-4,Bronze
412,B,Flight,3,4,3261000,2,medium,M,14,3528,No,Satisfied,2.5-4kg,2-4,Bronze
413,C,Flight,4,3,2315310,4,medium,M,12,1396,No,Neutral,1-2.5kg,2-4,Bronze
414,E,Flight,4,1,3505575,2,low,M,32,3066,No,Dissatisfied,2.5-4kg,2-4,Bronze
415,D,Flight,2,1,3554490,2,low,M,15,2745,No,Dissatisfied,2.5-4kg,2-4,Bronze
416,E,Flight,3,2,1875075,3,low,F,27,1814,No,Dissatisfied,1-2.5kg,2-4,Bronze
417,A,Flight,4,3,2592495,3,low,M,33,1330,No,Neutral,1-2.5kg,2-4,Bronze
418,B,Flight,5,5,2168565,3,low,M,63,1218,No,Satisfied,1-2.5kg,2-4,Bronze
419,C,Flight,5,2,2902290,3,low,M,48,1517,No,Dissatisfied,1-2.5kg,2-4,Bronze
420,E,Flight,4,2,2184870,2,low,F,43,1714,No,Dissatisfied,1-2.5kg,2-4,Bronze
421,D,Flight,3,1,3000120,5,medium,F,58,2544,No,Dissatisfied,2.5-4kg,4-6,Silver
422,E,Flight,4,2,4092555,2,medium,M,24,2405,No,Dissatisfied,1-2.5kg,2-4,Bronze
423,A,Flight,3,2,2299005,3,low,M,7,1933,No,Dissatisfied,1-2.5kg,2-4,Bronze
424,B,Flight,4,4,3733845,2,medium,M,45,3776,No,Satisfied,2.5-4kg,2-4,Bronze
425,C,Flight,4,1,3309915,4,low,M,34,3813,No,Dissatisfied,2.5-4kg,2-4,Bronze
426,E,Flight,4,3,2576190,3,medium,F,57,1911,No,Neutral,1-2.5kg,2-4,Bronze
427,D,Flight,3,4,2722935,3,medium,M,52,1755,No,Satisfied,1-2.5kg,2-4,Bronze
428,E,Flight,5,4,3212085,4,low,F,40,3303,No,Satisfied,2.5-4kg,2-4,Bronze
429,A,Ship,2,2,2282700,3,low,F,19,1806,No,Dissatisfied,1-2.5kg,2-4,Bronze
430,B,Ship,5,1,3342525,2,medium,M,27,3569,No,Dissatisfied,2.5-4kg,2-4,Bronze
431,C,Ship,5,5,3391440,3,low,F,45,2018,No,Satisfied,1-2.5kg,2-4,Bronze
432,E,Ship,4,2,1565280,3,low,M,22,1294,No,Dissatisfied,1-2.5kg,2-4,Bronze
433,D,Ship,6,4,3342525,3,low,F,44,2064,No,Satisfied,1-2.5kg,2-4,Bronze
434,E,Ship,4,2,3505575,3,medium,F,48,2953,No,Dissatisfied,2.5-4kg,2-4,Bronze
435,A,Ship,4,1,3521880,3,low,F,43,2643,No,Dissatisfied,2.5-4kg,2-4,Bronze
436,B,Ship,3,1,1826160,2,high,M,22,1846,No,Dissatisfied,1-2.5kg,2-4,Bronze
437,C,Ship,5,4,3619710,3,low,F,20,3632,No,Satisfied,2.5-4kg,2-4,Bronze
438,E,Ship,5,2,3032730,3,medium,F,15,2153,No,Dissatisfied,1-2.5kg,2-4,Bronze
439,D,Ship,3,5,3929505,3,medium,M,48,2841,No,Satisfied,2.5-4kg,2-4,Bronze
440,E,Ship,3,3,2804460,3,low,F,58,1269,No,Neutral,1-2.5kg,2-4,Bronze
441,A,Ship,3,5,4092555,2,high,M,23,2426,No,Satisfied,1-2.5kg,2-4,Bronze
442,B,Ship,5,3,3097950,3,high,M,45,2628,No,Neutral,2.5-4kg,2-4,Bronze
443,C,Ship,4,3,3032730,2,medium,F,48,2805,No,Neutral,2.5-4kg,2-4,Bronze
444,E,Ship,4,4,3375135,2,medium,M,35,2596,No,Satisfied,2.5-4kg,2-4,Bronze
445,D,Ship,3,3,2201175,3,low,F,19,1366,No,Neutral,1-2.5kg,2-4,Bronze
446,E,Ship,4,4,3081645,2,medium,F,18,2955,No,Satisfied,2.5-4kg,2-4,Bronze
447,A,Ship,4,4,2820765,5,medium,F,51,1691,No,Satisfied,1-2.5kg,4-6,Silver
448,B,Ship,3,4,3163170,3,medium,M,3,2169,No,Satisfied,1-2.5kg,2-4,Bronze
449,C,Ship,3,1,2983815,3,low,M,19,3018,No,Dissatisfied,2.5-4kg,2-4,Bronze
450,E,Ship,4,3,2282700,2,low,F,22,1248,No,Neutral,1-2.5kg,2-4,Bronze
451,D,Ship,4,4,3978420,3,medium,F,55,2782,No,Satisfied,2.5-4kg,2-4,Bronze
452,E,Ship,2,3,3081645,4,low,M,34,3355,No,Neutral,2.5-4kg,2-4,Bronze
453,A,Ship,3,2,2559885,2,medium,M,53,1390,No,Dissatisfied,1-2.5kg,2-4,Bronze
454,B,Ship,4,1,4483875,10,medium,F,23,2726,No,Dissatisfied,2.5-4kg,6-10,Gold
455,C,Ship,4,5,2168565,3,low,F,53,1467,No,Satisfied,1-2.5kg,2-4,Bronze
456,E,Ship,4,1,2429445,3,medium,M,54,1178,No,Dissatisfied,1-2.5kg,2-4,Bronze
457,D,Ship,3,3,4141470,2,high,M,17,3153,No,Neutral,2.5-4kg,2-4,Bronze
458,E,Ship,3,4,2364225,8,low,F,15,1429,No,Satisfied,1-2.5kg,6-10,Gold
459,A,Ship,3,2,2918595,5,low,F,52,1991,No,Dissatisfied,1-2.5kg,4-6,Silver
460,B,Ship,5,2,2739240,3,low,M,26,1526,No,Dissatisfied,1-2.5kg,2-4,Bronze
461,C,Ship,4,1,3293610,3,medium,F,18,3940,No,Dissatisfied,2.5-4kg,2-4,Bronze
462,E,Ship,3,4,3587100,7,low,M,43,2620,No,Satisfied,2.5-4kg,6-10,Gold
463,D,Ship,3,4,3978420,8,low,M,1,2703,No,Satisfied,2.5-4kg,6-10,Gold
464,E,Ship,4,2,3032730,7,medium,F,40,3111,No,Dissatisfied,2.5-4kg,6-10,Gold
465,A,Ship,5,2,4288215,8,medium,M,24,3139,No,Dissatisfied,2.5-4kg,6-10,Gold
466,B,Ship,3,2,4793670,4,low,F,15,1318,No,Dissatisfied,1-2.5kg,2-4,Bronze
467,C,Ship,3,5,3684930,2,medium,F,2,1043,No,Satisfied,1-2.5kg,2-4,Bronze
468,E,Ship,4,4,2820765,5,medium,F,2,1175,No,Satisfied,1-2.5kg,4-6,Silver
469,D,Ship,3,5,3163170,3,medium,F,10,2277,No,Satisfied,1-2.5kg,2-4,Bronze
470,E,Ship,3,5,2983815,3,low,F,2,3459,No,Satisfied,2.5-4kg,2-4,Bronze
471,A,Ship,4,1,2282700,2,low,M,61,1770,No,Dissatisfied,1-2.5kg,2-4,Bronze
472,B,Ship,4,3,3978420,3,medium,M,8,3318,No,Neutral,2.5-4kg,2-4,Bronze
473,C,Ship,2,2,3081645,4,low,M,9,3413,No,Dissatisfied,2.5-4kg,2-4,Bronze
474,E,Ship,3,1,2559885,2,medium,F,39,1525,No,Dissatisfied,1-2.5kg,2-4,Bronze
475,D,Ship,4,3,4483875,10,medium,M,10,2093,No,Neutral,1-2.5kg,6-10,Gold
476,E,Ship,4,5,2168565,3,low,M,59,1092,No,Satisfied,1-2.5kg,2-4,Bronze
477,A,Ship,4,2,2429445,3,medium,M,26,1863,No,Dissatisfied,1-2.5kg,2-4,Bronze
478,B,Ship,3,4,4141470,2,high,F,41,3973,No,Satisfied,2.5-4kg,2-4,Bronze
479,C,Ship,3,4,2364225,8,low,F,24,1594,No,Satisfied,1-2.5kg,6-10,Gold
480,E,Ship,3,5,2918595,5,low,M,56,1113,No,Satisfied,1-2.5kg,4-6,Silver
481,D,Ship,5,4,2739240,3,low,F,13,1317,No,Satisfied,1-2.5kg,2-4,Bronze
482,E,Ship,4,5,3293610,3,medium,F,46,3181,No,Satisfied,2.5-4kg,2-4,Bronze
483,A,Ship,3,3,3587100,7,low,M,25,2141,No,Neutral,1-2.5kg,6-10,Gold
484,B,Ship,3,2,3978420,8,low,F,50,3562,No,Dissatisfied,2.5-4kg,6-10,Gold
485,C,Ship,4,3,3032730,7,medium,F,30,2062,No,Neutral,1-2.5kg,6-10,Gold
486,E,Ship,5,5,4288215,8,medium,F,9,2236,No,Satisfied,1-2.5kg,6-10,Gold
487,D,Ship,3,1,4793670,4,low,F,25,1498,No,Dissatisfied,1-2.5kg,2-4,Bronze
488,E,Ship,4,1,2266395,3,low,F,56,1811,No,Dissatisfied,1-2.5kg,2-4,Bronze
489,A,Ship,7,5,3130560,3,low,M,46,1550,No,Satisfied,1-2.5kg,2-4,Bronze
490,B,Ship,3,3,3831675,3,low,M,5,3065,No,Neutral,2.5-4kg,2-4,Bronze
491,C,Ship,2,1,2869680,3,low,F,15,1996,No,Dissatisfied,1-2.5kg,2-4,Bronze
492,E,Ship,5,4,3652320,3,low,F,34,2627,No,Satisfied,2.5-4kg,2-4,Bronze
493,D,Ship,3,4,2087040,3,medium,F,51,1524,No,Satisfied,1-2.5kg,2-4,Bronze
494,E,Ship,5,4,3684930,5,low,M,47,2240,No,Satisfied,1-2.5kg,4-6,Silver
495,A,Ship,5,1,2608800,5,medium,F,16,1526,No,Dissatisfied,1-2.5kg,4-6,Silver
496,B,Ship,3,1,3212085,5,low,M,45,2224,No,Dissatisfied,1-2.5kg,4-6,Silver
497,C,Ship,4,2,3521880,3,low,F,12,2273,No,Dissatisfied,1-2.5kg,2-4,Bronze
498,E,Ship,4,4,3244695,2,low,M,9,3075,No,Satisfied,2.5-4kg,2-4,Bronze
499,D,Ship,5,5,4418655,2,low,M,27,3957,No,Satisfied,2.5-4kg,2-4,Bronze
500,E,Ship,5,1,3277305,3,low,F,47,2657,No,Dissatisfied,2.5-4kg,2-4,Bronze
501,A,Ship,3,4,3456660,2,low,M,33,2021,No,Satisfied,1-2.5kg,2-4,Bronze
502,B,Ship,3,2,2885985,3,low,M,10,1641,No,Dissatisfied,1-2.5kg,2-4,Bronze
503,C,Ship,3,4,3114255,4,medium,F,43,2903,No,Satisfied,2.5-4kg,2-4,Bronze
504,E,Ship,3,2,2837070,3,low,M,30,1986,No,Dissatisfied,1-2.5kg,2-4,Bronze
505,D,Ship,5,3,2641410,2,low,F,14,1045,No,Neutral,1-2.5kg,2-4,Bronze
506,E,Ship,3,1,3570795,2,low,F,39,2696,No,Dissatisfied,2.5-4kg,2-4,Bronze
507,A,Ship,4,4,2527275,3,medium,F,35,1421,No,Satisfied,1-2.5kg,2-4,Bronze
508,B,Ship,5,3,3750150,3,medium,F,3,2923,No,Neutral,2.5-4kg,2-4,Bronze
509,C,Ship,4,5,3130560,2,medium,F,36,2497,No,Satisfied,1-2.5kg,2-4,Bronze
510,E,Ship,5,2,3831675,3,low,M,14,2984,No,Dissatisfied,2.5-4kg,2-4,Bronze
511,D,Ship,3,2,3261000,3,low,M,46,3642,No,Dissatisfied,2.5-4kg,2-4,Bronze
512,E,Ship,5,2,2804460,3,medium,M,65,1667,No,Dissatisfied,1-2.5kg,2-4,Bronze
513,A,Ship,5,4,2608800,4,low,F,6,1603,No,Satisfied,1-2.5kg,2-4,Bronze
514,B,Ship,5,3,4076250,5,low,M,12,2722,No,Neutral,2.5-4kg,4-6,Silver
515,C,Ship,4,2,2837070,3,low,M,9,1682,No,Dissatisfied,1-2.5kg,2-4,Bronze
516,E,Ship,3,2,3326220,3,high,F,54,3608,No,Dissatisfied,2.5-4kg,2-4,Bronze
517,D,Ship,3,5,4467570,3,medium,F,51,3476,No,Satisfied,2.5-4kg,2-4,Bronze
518,E,Ship,5,5,4271910,2,medium,F,62,3744,No,Satisfied,2.5-4kg,2-4,Bronze
519,A,Ship,4,5,2250090,3,medium,M,23,1785,No,Satisfied,1-2.5kg,2-4,Bronze
520,B,Ship,3,1,3505575,3,medium,F,2,3873,No,Dissatisfied,2.5-4kg,2-4,Bronze
521,C,Ship,3,1,2364225,2,low,F,34,1773,No,Dissatisfied,1-2.5kg,2-4,Bronze
522,E,Road,4,5,2429445,2,medium,M,56,1141,No,Satisfied,1-2.5kg,2-4,Bronze
523,D,Road,6,5,3456660,2,medium,M,38,2359,No,Satisfied,1-2.5kg,2-4,Bronze
